,Year,Month,Day,Max Temp (F),Min Temp (F),Average Wind Speed (mph),Relative Humidity (%),Heat Index (F),Users Thermostat (F)
1525,2019,3,7,67.0,52.0,7.8,57,66,66
1526,2019,3,8,58.0,45.0,9.4,57,57,61
1527,2019,3,9,59.0,38.0,4.3,51,58,61
1528,2019,3,10,58.0,47.0,2.7,59,57,63
1529,2019,3,11,65.0,46.0,5.1,55,64,61
1530,2019,3,12,64.0,47.0,5.6,60,64,61
1531,2019,3,13,57.0,46.0,12.1,35,56,65
1532,2019,3,14,60.0,43.0,7.6,41,59,64
1533,2019,3,15,66.0,44.0,8.3,39,65,65
1534,2019,3,16,71.0,50.0,6.9,37,70,70
1535,2019,3,17,74.0,46.0,4.5,31,74,74
1536,2019,3,18,77.0,48.0,2.9,31,76,76
1537,2019,3,19,76.0,51.0,3.6,34,76,76
1538,2019,3,20,67.0,53.0,4.5,54,66,66
1539,2019,3,21,63.0,48.0,7.2,59,62,64
1540,2019,3,22,68.0,47.0,3.1,47,68,68
1541,2019,3,23,72.0,50.0,7.8,46,72,72
1542,2019,3,24,72.0,53.0,3.1,42,72,72
1543,2019,3,25,74.0,48.0,3.4,29,73,73
1544,2019,3,26,80.0,51.0,3.4,30,80,79
1545,2019,3,27,79.0,52.0,6.5,38,78,78
1546,2019,3,28,75.0,57.0,10.3,44,74,74
1547,2019,3,29,72.0,51.0,4.7,37,72,72
1548,2019,3,30,70.0,50.0,5.6,34,69,69
1549,2019,3,31,72.0,54.0,5.1,32,71,71
1550,2019,4,1,74.0,51.0,2.9,31,74,74
1551,2019,4,2,79.0,59.0,9.6,36,78,78
1552,2019,4,3,75.0,55.0,3.4,45,74,74
1553,2019,4,4,76.0,58.0,6.5,42,76,76
1554,2019,4,5,76.0,60.0,7.8,49,76,76
1555,2019,4,6,78.0,57.0,2.9,40,78,78
1556,2019,4,7,84.0,58.0,2.0,28,82,80
1557,2019,4,8,86.0,62.0,3.4,30,84,82
1558,2019,4,9,84.0,58.0,15.9,32,82,79
1559,2019,4,10,71.0,53.0,13.2,27,70,70
1560,2019,4,11,70.0,54.0,5.1,36,69,69
1561,2019,4,12,66.0,53.0,6.5,44,65,65
1562,2019,4,13,74.0,50.0,3.6,32,74,74
1563,2019,4,14,82.0,52.0,6.9,31,81,80
1564,2019,4,15,80.0,65.0,9.2,33,80,79
1565,2019,4,16,68.0,51.0,7.4,51,68,68
1566,2019,4,17,79.0,52.0,6.7,32,78,78
1567,2019,4,18,85.0,56.0,4.9,29,83,79
1568,2019,4,19,89.0,59.0,4.5,26,86,84
1569,2019,4,20,89.0,63.0,11.2,32,87,84
1570,2019,4,21,79.0,60.0,6.3,41,79,79
1571,2019,4,22,80.0,61.0,6.9,37,80,79
1572,2019,4,23,87.0,67.0,6.3,32,85,79
1573,2019,4,24,91.0,65.0,3.1,27,88,81
1574,2019,4,25,95.0,67.0,3.6,27,93,76
1575,2019,4,26,96.0,70.0,6.9,30,96,74
1576,2019,4,27,94.0,68.0,5.8,28,92,76
1577,2019,4,28,92.0,66.0,7.6,28,90,74
1578,2019,4,29,79.0,55.0,7.4,45,79,79
1579,2019,4,30,77.0,55.0,9.6,49,77,77
1580,2019,5,1,74.0,58.0,5.8,26,73,73
1581,2019,5,2,80.0,55.0,2.9,21,80,79
1582,2019,5,3,84.0,59.0,3.1,21,81,80
1583,2019,5,4,90.0,60.0,4.0,23,87,84
1584,2019,5,5,90.0,62.0,6.3,25,87,79
1585,2019,5,6,82.0,62.0,6.7,37,81,79
1586,2019,5,7,85.0,60.0,5.4,42,85,83
1587,2019,5,8,87.0,63.0,4.3,38,86,81
1588,2019,5,9,75.0,56.0,5.8,51,75,75
1589,2019,5,10,74.0,56.0,4.7,53,74,74
1590,2019,5,11,83.0,62.0,3.6,40,82,81
1591,2019,5,12,87.0,65.0,3.4,32,85,80
1592,2019,5,13,92.0,66.0,4.3,29,90,75
1593,2019,5,14,93.0,68.0,6.7,29,91,77
1594,2019,5,15,91.0,69.0,8.7,29,89,83
1595,2019,5,16,77.0,59.0,12.5,42,76,76
1596,2019,5,17,73.0,55.0,4.7,37,72,72
1597,2019,5,18,81.0,56.0,5.4,31,80,79
1598,2019,5,19,73.0,58.0,15.7,45,72,72
1599,2019,5,20,73.0,53.0,7.6,44,72,72
1600,2019,5,21,75.0,55.0,10.3,39,74,74
1601,2019,5,22,65.0,53.0,2.9,47,64,61
1602,2019,5,23,70.0,53.0,6.7,53,70,70
1603,2019,5,24,77.0,58.0,2.0,45,77,77
1604,2019,5,25,84.0,58.0,6.3,33,82,79
1605,2019,5,26,75.0,57.0,11.2,45,74,74
1606,2019,5,27,73.0,53.0,4.5,40,72,72
1607,2019,5,28,80.0,59.0,3.6,41,80,79
1608,2019,5,29,83.0,62.0,2.7,39,82,80
1609,2019,5,30,87.0,64.0,3.8,30,85,79
1610,2019,5,31,91.0,67.0,3.8,28,89,84
1611,2019,6,1,90.0,70.0,5.1,26,87,86
1612,2019,6,2,90.0,69.0,4.0,25,87,84
1613,2019,6,3,92.0,71.0,2.9,22,89,82
1614,2019,6,4,98.0,75.0,3.1,19,95,76
1615,2019,6,5,101.0,77.0,3.1,21,99,76
1616,2019,6,6,103.0,78.0,10.5,22,103,75
1617,2019,6,7,97.0,78.0,11.6,23,95,76
1618,2019,6,8,90.0,74.0,6.5,21,86,80
1619,2019,6,9,91.0,70.0,9.8,15,87,83
1620,2019,6,10,97.0,74.0,4.9,14,92,78
1621,2019,6,11,102.0,75.0,2.5,13,97,74
1622,2019,6,12,105.0,78.0,3.1,15,102,75
1623,2019,6,13,105.0,78.0,8.3,13,101,76
1624,2019,6,14,96.0,79.0,3.6,24,94,78
1625,2019,6,15,102.0,76.0,3.6,22,101,78
1626,2019,6,16,101.0,79.0,5.4,23,100,74
1627,2019,6,17,98.0,75.0,4.3,29,98,77
1628,2019,6,18,100.0,77.0,3.6,25,100,74
1629,2019,6,19,105.0,76.0,7.4,18,103,78
1630,2019,6,20,103.0,80.0,15.2,23,103,77
1631,2019,6,21,95.0,77.0,7.6,25,93,76
1632,2019,6,22,89.0,72.0,8.5,16,85,83
1633,2019,6,23,94.0,67.0,3.8,15,90,78
1634,2019,6,24,101.0,69.0,4.5,12,95,75
1635,2019,6,25,100.0,75.0,9.4,17,96,76
1636,2019,6,26,99.0,73.0,10.1,20,96,74
1637,2019,6,27,99.0,76.0,8.3,14,95,75
1638,2019,6,28,101.0,74.0,7.2,12,95,76
1639,2019,6,29,100.0,74.0,6.9,14,96,75
1640,2019,6,30,100.0,81.0,5.1,18,97,75
1641,2019,7,1,104.0,73.0,7.6,12,98,78
1642,2019,7,2,103.0,73.0,9.6,12,97,74
1643,2019,7,3,100.0,75.0,10.3,16,96,77
1644,2019,7,4,100.0,76.0,7.8,15,96,78
1645,2019,7,5,101.0,72.0,4.9,15,97,77
1646,2019,7,6,103.0,73.0,6.5,13,99,76
1647,2019,7,7,101.0,76.0,8.5,14,97,77
1648,2019,7,8,99.0,77.0,8.3,18,96,76
1649,2019,7,9,101.0,74.0,5.4,16,97,74
1650,2019,7,10,105.0,73.0,4.3,12,99,76
1651,2019,7,11,109.0,80.0,5.8,12,104,75
1652,2019,7,12,107.0,86.0,5.4,15,104,76
1653,2019,7,13,109.0,81.0,5.8,15,107,78
1654,2019,7,14,110.0,83.0,6.3,10,102,74
1655,2019,7,15,109.0,80.0,7.2,10,101,77
1656,2019,7,16,108.0,76.0,9.6,11,101,78
1657,2019,7,17,105.0,83.0,8.5,13,101,76
1658,2019,7,18,106.0,76.0,7.2,9,96,78
1659,2019,7,19,104.0,77.0,6.9,9,94,78
1660,2019,7,20,104.0,76.0,6.5,12,98,74
1661,2019,7,21,107.0,76.0,4.7,12,101,76
1662,2019,7,22,108.0,81.0,6.3,15,105,78
1663,2019,7,23,103.0,91.0,6.0,25,104,77
1664,2019,7,24,100.0,88.0,4.9,32,104,76
1665,2019,7,25,98.0,85.0,3.6,34,101,75
1666,2019,7,26,106.0,84.0,4.7,28,112,75
1667,2019,7,27,107.0,85.0,3.6,24,110,74
1668,2019,7,28,109.0,87.0,3.6,18,109,78
1669,2019,7,29,112.0,83.0,8.1,10,107,78
1670,2019,7,30,108.0,81.0,9.2,18,107,76
1671,2019,7,31,95.0,82.0,5.4,28,94,77
1672,2019,8,1,103.0,79.0,2.9,30,108,77
1673,2019,8,2,107.0,80.0,3.4,14,104,77
1674,2019,8,3,109.0,85.0,3.8,14,106,75
1675,2019,8,4,110.0,84.0,6.0,13,107,77
1676,2019,8,5,111.0,82.0,5.1,11,104,78
1677,2019,8,6,108.0,86.0,5.6,15,105,77
1678,2019,8,7,105.0,81.0,6.0,22,106,76
1679,2019,8,8,100.0,77.0,4.5,31,103,78
1680,2019,8,9,103.0,79.0,8.3,12,97,74
1681,2019,8,10,101.0,73.0,8.3,13,96,78
1682,2019,8,11,99.0,73.0,6.7,18,96,77
1683,2019,8,12,102.0,72.0,4.7,14,98,75
1684,2019,8,13,104.0,76.0,3.8,13,100,75
1685,2019,8,14,108.0,78.0,2.7,12,103,78
1686,2019,8,15,109.0,80.0,3.8,10,101,77
1687,2019,8,16,108.0,76.0,6.5,11,101,77
1688,2019,8,17,106.0,77.0,8.1,10,98,75
1689,2019,8,18,104.0,74.0,6.3,11,97,75
1690,2019,8,19,103.0,73.0,5.4,10,95,75
1691,2019,8,20,104.0,73.0,3.4,9,94,74
1692,2019,8,21,108.0,78.0,3.1,8,97,75
1693,2019,8,22,106.0,75.0,7.6,9,96,78
1694,2019,8,23,104.0,76.0,6.9,15,100,75
1695,2019,8,24,104.0,77.0,6.0,18,102,75
1696,2019,8,25,106.0,78.0,6.3,17,104,74
1697,2019,8,26,107.0,80.0,3.8,17,105,77
1698,2019,8,27,107.0,82.0,3.8,21,108,77
1699,2019,8,28,110.0,83.0,6.5,18,110,75
1700,2019,8,29,107.0,83.0,6.5,17,105,77
1701,2019,8,30,108.0,80.0,6.7,15,105,74
1702,2019,8,31,108.0,78.0,4.9,11,101,75
1703,2019,9,1,109.0,75.0,5.8,13,105,78
1704,2019,9,2,100.0,82.0,4.9,27,101,76
1705,2019,9,3,105.0,81.0,2.7,23,106,78
1706,2019,9,4,107.0,81.0,3.6,23,110,76
1707,2019,9,5,103.0,86.0,3.6,26,105,76
1708,2019,9,6,105.0,82.0,4.5,27,109,75
1709,2019,9,7,104.0,80.0,7.4,23,105,77
1710,2019,9,8,96.0,76.0,6.7,17,92,75
1711,2019,9,9,97.0,70.0,8.9,19,94,78
1712,2019,9,10,92.0,74.0,10.5,22,89,84
1713,2019,9,11,90.0,67.0,3.4,20,86,79
1714,2019,9,12,92.0,68.0,5.8,16,88,79
1715,2019,9,13,97.0,68.0,4.5,12,91,75
1716,2019,9,14,100.0,69.0,3.8,11,93,78
1717,2019,9,15,100.0,70.0,6.7,20,97,75
1718,2019,9,16,97.0,79.0,11.0,13,92,75
1719,2019,9,17,88.0,72.0,6.3,18,84,81
1720,2019,9,18,93.0,63.0,6.7,15,89,81
1721,2019,9,19,88.0,71.0,11.2,24,85,81
1722,2019,9,20,83.0,65.0,4.3,18,80,79
1723,2019,9,21,85.0,62.0,4.5,17,82,81
1724,2019,9,22,88.0,61.0,4.0,17,84,79
1725,2019,9,23,89.0,66.0,3.8,27,86,81
1726,2019,9,24,93.0,63.0,5.8,23,90,78
1727,2019,9,25,94.0,67.0,4.0,23,91,78
1728,2019,9,26,87.0,72.0,5.4,49,89,86
1729,2019,9,27,90.0,68.0,6.7,49,94,75
1730,2019,9,28,87.0,66.0,15.2,46,88,80
1731,2019,9,29,75.0,61.0,9.6,26,74,74
1732,2019,9,30,78.0,53.0,5.8,20,77,77
1733,2019,10,1,79.0,52.0,4.3,21,78,78
1734,2019,10,2,78.0,58.0,3.4,14,77,77
1735,2019,10,3,84.0,52.0,4.5,12,80,79
1736,2019,10,4,85.0,67.0,4.7,10,79,79
1737,2019,10,5,84.0,58.0,4.5,12,80,79
1738,2019,10,6,85.0,58.0,6.5,13,82,81
1739,2019,10,7,87.0,61.0,4.3,11,81,80
1740,2019,10,8,89.0,59.0,3.6,11,83,81
1741,2019,10,9,89.0,62.0,9.4,12,84,80
1742,2019,10,10,68.0,52.0,14.1,11,66,66
1743,2019,10,11,72.0,49.0,8.7,9,70,70
1744,2019,10,12,76.0,49.0,4.3,7,75,75
1745,2019,10,13,80.0,47.0,4.0,8,79,79
1746,2019,10,14,80.0,53.0,2.2,20,80,79
1747,2019,10,15,84.0,56.0,3.4,23,81,79
1748,2019,10,16,86.0,55.0,3.8,22,83,80
1749,2019,10,17,85.0,61.0,11.2,23,82,80
1750,2019,10,18,77.0,56.0,6.0,16,76,76
1751,2019,10,19,77.0,51.0,3.1,12,76,76
1752,2019,10,20,73.0,55.0,5.8,20,72,72
1753,2019,10,21,78.0,52.0,4.7,19,77,77
1754,2019,10,22,82.0,56.0,4.3,20,80,79
1755,2019,10,23,84.0,61.0,6.5,16,81,79
1756,2019,10,24,74.0,57.0,8.9,16,73,73
1757,2019,10,25,77.0,50.0,5.8,18,76,76
1758,2019,10,26,81.0,53.0,4.3,19,79,79
1759,2019,10,27,68.0,50.0,9.2,18,66,66
1760,2019,10,28,58.0,42.0,6.3,12,56,63
1761,2019,10,29,63.0,39.0,8.3,11,62,63
1762,2019,10,30,53.0,35.0,10.3,16,51,65
1763,2019,10,31,61.0,34.0,6.0,9,59,60
1764,2019,11,1,69.0,37.0,5.1,8,68,68
1765,2019,11,2,74.0,44.0,6.0,13,73,73
1766,2019,11,3,75.0,46.0,3.4,11,74,74
1767,2019,11,4,76.0,45.0,2.9,12,75,75
1768,2019,11,5,78.0,47.0,3.8,21,77,77
1769,2019,11,6,78.0,49.0,3.6,17,77,77
1770,2019,11,7,78.0,49.0,3.4,15,77,77
1771,2019,11,8,79.0,49.0,4.5,16,78,78
1772,2019,11,9,78.0,49.0,4.5,13,77,77
1773,2019,11,10,76.0,47.0,3.1,12,75,75
1774,2019,11,11,79.0,51.0,6.3,21,78,78
1775,2019,11,12,73.0,48.0,4.0,18,72,72
1776,2019,11,13,74.0,50.0,2.7,18,73,73
1777,2019,11,14,72.0,50.0,2.5,20,71,71
1778,2019,11,15,75.0,54.0,2.2,21,74,74
1779,2019,11,16,78.0,53.0,5.4,23,78,78
1780,2019,11,17,76.0,56.0,6.3,23,75,75
1781,2019,11,18,76.0,51.0,3.1,21,75,75
1782,2019,11,19,77.0,48.0,6.7,34,76,76
1783,2019,11,20,61.0,45.0,4.5,72,60,61
1784,2019,11,21,51.0,44.0,2.2,70,50,62
1785,2019,11,22,58.0,40.0,3.1,60,57,63
1786,2019,11,23,60.0,42.0,6.0,48,59,63
1787,2019,11,24,62.0,44.0,4.3,38,61,64
1788,2019,11,25,64.0,37.0,8.3,34,63,64
1789,2019,11,26,50.0,41.0,4.5,37,48,65
1790,2019,11,27,57.0,42.0,10.3,54,56,64
1791,2019,11,28,50.0,36.0,4.7,74,49,62
1792,2019,11,29,48.0,36.0,8.7,67,47,61
1793,2019,11,30,49.0,32.0,2.7,58,48,61
1794,2019,12,1,50.0,40.0,3.6,48,48,62
1795,2019,12,2,56.0,37.0,3.4,48,55,64
1796,2019,12,3,57.0,43.0,3.4,59,56,64
1797,2019,12,4,52.0,48.0,3.8,76,51,64
1798,2019,12,5,61.0,50.0,2.7,73,60,60
1799,2019,12,6,60.0,45.0,2.7,65,60,63
1800,2019,12,7,59.0,49.0,3.4,70,58,65
1801,2019,12,8,62.0,51.0,5.8,76,62,63
1802,2019,12,9,63.0,49.0,5.6,54,62,63
1803,2019,12,10,57.0,41.0,2.5,38,56,62
1804,2019,12,11,59.0,41.0,2.5,38,58,63
1805,2019,12,12,59.0,42.0,2.2,43,58,65
1806,2019,12,13,60.0,40.0,2.7,55,59,62
1807,2019,12,14,62.0,42.0,3.6,70,62,64
1808,2019,12,15,57.0,44.0,4.9,57,56,63
1809,2019,12,16,52.0,37.0,6.3,40,50,60
1810,2019,12,17,50.0,30.0,6.7,35,48,60
1811,2019,12,18,50.0,37.0,3.4,38,48,60
1812,2019,12,19,58.0,36.0,3.6,33,56,65
1813,2019,12,20,57.0,35.0,4.7,40,56,60
1814,2019,12,21,57.0,39.0,3.6,42,56,60
1815,2019,12,22,55.0,41.0,3.6,46,54,64
1816,2019,12,23,55.0,44.0,3.8,59,54,60
1817,2019,12,24,81.0,59.0,2.7,73,85,83
1818,2019,12,25,81.0,59.0,5.1,66,84,82
1819,2019,12,26,47.0,42.0,7.8,75,46,63
1820,2019,12,27,53.0,43.0,6.9,56,52,61
1821,2019,12,28,50.0,38.0,6.7,44,48,65
1822,2019,12,29,47.0,31.0,2.2,42,45,67
1823,2019,12,30,55.0,35.0,5.8,51,54,60
1824,2019,12,31,57.0,40.0,7.8,43,56,60
